user_id,session_id,timestamp,profession,tool,use_case,iterations,prompt_complexity,quality_with_ai,quality_without_ai,productivity_gain,final_quality_label,confidence_with_ai,confidence_without_ai,overreliance_score,learning_loss,hallucination_flag,failure_type,ease_of_use,ui_complexity,requires_login,subscription_type,session_length,deadline_pressure
45551,192819,2023-02-04 12:57:53,Software Developer,Midjourney,Exam Preparation,4,medium,8.0,6.567509545270465,14.32,high,8,7,4.31,1,0,none,5,medium,1,freemium,5,medium
26719,177000,2024-03-06 16:28:31,Scientist,Gemini,Exam Preparation,3,high,7.5,5.409668227021524,20.9,medium,7,4,4.6,1,0,none,9,medium,0,freemium,31,low
29450,137371,2023-02-14 15:46:17,Researcher,Canva AI,Presentation Creation,4,high,8.0,3.9199220527653864,40.8,high,8,3,6.47,0,0,none,7,low,0,freemium,25,medium
38626,75983,2024-05-15 17:23:26,Software Developer,Grammarly AI,Marketing Copy,5,high,8.5,5.642576069933519,28.57,high,8,5,3.6,1,0,none,9,medium,1,paid,14,high
5744,72190,2023-11-06 22:25:22,Professor,Perplexity AI,Resume Building,1,high,6.5,6.270734185863755,2.29,medium,5,6,7.94,1,0,none,8,high,0,free,28,medium
10126,163746,2024-11-17 11:36:59,Professor,AutoGPT,Email Drafting,1,medium,6.5,3.646020895081013,28.54,medium,7,3,5.59,1,0,none,8,high,0,paid,37,low
2421,40689,2023-10-16 07:48:10,Judge,Grammarly AI,Code Generation,3,medium,7.5,6.063913731651365,14.36,medium,6,6,8.87,1,0,none,10,low,0,free,9,high
47666,88577,2023-07-03 07:51:38,Journalist,DALL-E,Email Drafting,5,medium,8.5,4.230479340364171,42.7,high,8,3,5.0,0,0,none,7,medium,1,freemium,11,high
13397,172474,2024-03-08 01:13:56,Graphic Designer,Canva AI,Business Strategy,1,low,6.5,5.7472042936988235,7.53,medium,5,5,6.43,1,1,incomplete,6,medium,1,freemium,46,low
28768,113008,2023-07-10 23:35:56,Researcher,Replit Ghostwriter,Marketing Copy,4,high,8.0,3.612398838782983,43.88,high,8,4,8.06,1,0,none,8,low,1,paid,57,medium
46666,35463,2023-03-15 14:41:07,HR Manager,Runway AI,Essay Writing,3,low,7.5,3.139711595243753,43.6,medium,7,3,4.39,0,0,none,9,medium,0,paid,41,high
19972,47811,2024-10-15 01:14:06,Military Officer,AutoGPT,Presentation Creation,1,low,6.5,3.4187273536089777,30.81,medium,5,4,4.21,0,1,hallucination,10,low,0,free,9,high
30030,32944,2024-01-26 22:46:04,HR Manager,AutoGPT,Research Summary,5,medium,8.5,5.315035325829818,31.85,high,8,5,6.72,0,0,none,5,high,1,freemium,27,low
15021,107385,2024-11-17 00:57:17,YouTuber,Cursor AI,Video Creation,2,high,7.0,6.471777412376063,5.28,medium,6,7,6.48,1,0,none,6,low,1,paid,52,high
19979,21369,2024-09-24 02:48:45,Pharmacist,AutoGPT,Legal Drafting,5,medium,8.5,5.611223541800791,28.89,high,8,4,3.15,1,1,irrelevant,8,low,0,free,6,low
48988,58135,2024-09-05 22:05:09,Graphic Designer,Claude,Marketing Copy,4,medium,8.0,5.804925003602575,21.95,high,8,5,5.54,0,0,none,8,medium,0,free,9,low
41318,188101,2024-07-10 23:03:55,Military Officer,Canva AI,Legal Drafting,3,low,7.5,6.149962427788741,13.5,medium,8,4,4.38,0,0,none,9,medium,0,paid,12,low
36918,143474,2024-12-11 01:05:03,Researcher,DALL-E,Email Drafting,2,low,7.0,4.294082050417156,27.06,medium,6,3,7.13,1,1,hallucination,7,high,1,paid,12,medium
19165,131547,2023-04-05 23:44:44,YouTuber,GitHub Copilot,Business Strategy,4,high,8.0,5.267520693383446,27.32,high,8,3,4.51,1,1,hallucination,8,medium,1,paid,57,low
28126,44538,2023-08-04 05:13:42,Student,Perplexity AI,Code Generation,2,low,7.0,3.744724685632075,32.55,medium,6,4,4.82,1,1,irrelevant,5,low,0,free,11,low
32331,20735,2024-03-29 15:46:48,Professor,AutoGPT,Data Analysis,4,low,8.0,4.903438291612199,30.97,high,7,4,8.85,0,0,none,9,low,1,paid,19,low
5421,143419,2023-08-14 08:30:59,Interior Designer,ChatGPT,Video Creation,4,high,8.0,4.323808800439574,36.76,high,7,5,7.85,0,0,none,7,low,1,freemium,14,low
48774,4501,2023-01-27 08:29:16,Architect,Pictory,Email Drafting,1,high,6.5,4.186025587881728,23.14,medium,6,3,5.24,1,0,none,6,medium,1,free,6,high
19606,100756,2023-09-23 12:06:10,Teacher,DALL-E,Video Creation,4,high,8.0,5.77895945851847,22.21,high,7,5,3.72,1,1,irrelevant,8,low,1,free,55,low
48985,143088,2024-10-12 07:09:43,Electrical Engineer,Grammarly AI,Data Analysis,4,high,8.0,4.927058608112634,30.73,high,7,5,8.56,1,1,irrelevant,7,high,1,paid,23,high
31284,186604,2024-08-20 17:59:59,Teacher,Grammarly AI,Image Generation,2,medium,7.0,3.4121210161395843,35.88,medium,7,4,6.22,0,1,irrelevant,9,medium,0,free,20,medium
21397,119006,2024-03-02 15:02:20,Electrical Engineer,GitHub Copilot,Presentation Creation,4,medium,8.0,5.974298372324361,20.26,high,7,4,5.19,1,0,none,8,medium,1,freemium,13,high
44027,76223,2023-01-27 13:40:22,Police Officer,Gemini,Learning New Topic,5,low,8.5,3.4579369383737375,50.42,high,9,2,8.49,1,0,none,8,low,1,paid,25,high
31557,151578,2024-12-15 06:13:44,Software Developer,Cursor AI,Legal Drafting,6,low,9.0,3.145139506659452,58.55,high,8,2,4.83,1,0,none,5,high,1,free,10,medium
23103,72813,2024-01-01 22:26:51,YouTuber,Claude,Essay Writing,6,low,9.0,3.815757336313065,51.84,high,8,3,7.63,0,0,none,9,low,1,free,46,medium
49615,195868,2024-08-04 08:50:52,Doctor,Grammarly AI,Video Creation,4,high,8.0,4.025359627373719,39.75,high,8,3,3.68,1,0,none,8,medium,1,paid,57,medium
24876,156881,2024-04-08 11:42:15,Lawyer,Notion AI,Data Analysis,6,low,9.0,5.497306387796438,35.03,high,8,5,7.68,1,1,irrelevant,10,high,0,freemium,24,medium
41399,11481,2023-06-01 12:49:03,Content Creator,Claude,Presentation Creation,3,low,7.5,6.009028809739844,14.91,medium,7,6,7.08,0,0,none,7,medium,0,freemium,55,high
23348,99875,2023-09-06 00:51:02,Content Creator,Grammarly AI,Medical Notes,1,high,6.5,3.1653162573357547,33.35,medium,6,4,7.84,1,0,none,5,low,0,free,33,medium
18781,83396,2024-05-03 06:29:23,Entrepreneur,Pictory,Legal Drafting,6,medium,9.0,6.410060172763998,25.9,high,8,7,5.94,1,0,none,9,low,0,free,44,low
47098,172114,2023-05-13 19:18:36,Teacher,Canva AI,Email Drafting,5,low,8.5,3.823794808880306,46.76,high,7,2,5.95,1,0,none,6,high,0,freemium,46,medium
22794,150225,2023-08-10 04:23:32,Civil Engineer,Cursor AI,Exam Preparation,1,medium,6.5,5.299609662137101,12.0,medium,6,4,4.52,1,0,none,6,low,1,freemium,47,high
41608,42043,2024-07-22 00:45:44,Electrical Engineer,Midjourney,Data Analysis,3,low,7.5,6.840885988171781,6.59,medium,7,6,7.15,1,1,incomplete,6,high,0,free,29,high
47493,224,2023-12-14 18:41:28,Entrepreneur,Perplexity AI,Legal Drafting,3,low,7.5,3.2926988113810314,42.07,medium,7,1,3.78,0,0,none,7,high,0,paid,22,low
9939,174985,2023-02-26 06:52:38,Accountant,DALL-E,Resume Building,4,low,8.0,3.9921380780950257,40.08,high,7,3,7.68,1,0,none,6,low,0,paid,38,medium
5131,56396,2023-08-02 17:35:51,Entrepreneur,Midjourney,Blog Writing,3,low,7.5,3.458804163523181,40.41,medium,7,4,3.23,0,0,none,8,high,0,freemium,48,low
1257,130047,2024-05-13 21:42:02,Interior Designer,Synthesia,Medical Notes,3,high,7.5,5.495263801489767,20.05,medium,6,6,5.35,0,0,none,6,low,0,free,60,high
36000,92388,2023-12-22 01:25:28,Journalist,GitHub Copilot,Essay Writing,5,low,8.5,5.775480713560458,27.25,high,8,6,8.8,0,1,irrelevant,9,high,0,freemium,37,high
29230,88269,2024-07-08 04:58:10,Researcher,Pictory,Medical Notes,5,low,8.5,5.987743673277418,25.12,high,7,5,7.4,0,0,none,10,low,1,free,53,medium
45511,3832,2023-02-23 09:34:04,HR Manager,Canva AI,Data Analysis,3,low,7.5,6.685106309831919,8.15,medium,8,7,3.17,0,1,incomplete,10,high,0,freemium,14,medium
46235,28673,2023-12-11 08:32:49,Interior Designer,Runway AI,Business Strategy,2,high,7.0,3.824968699267792,31.75,medium,7,3,5.34,1,0,none,5,low,1,freemium,7,medium
17130,26804,2024-03-11 00:29:07,Interior Designer,DALL-E,Learning New Topic,1,low,6.5,5.266975800407691,12.33,medium,6,4,4.25,1,0,none,9,low,0,free,37,low
28795,72330,2023-03-05 19:10:21,Accountant,Gemini,Learning New Topic,5,high,8.5,3.1548304090180586,53.45,high,7,3,8.68,1,0,none,6,low,1,free,39,high
34403,18022,2024-10-11 21:40:47,Content Creator,Gemini,Marketing Copy,1,high,6.5,3.115195197674702,33.85,medium,6,2,8.15,0,1,incomplete,7,high,0,free,58,low
32772,142879,2023-06-11 18:30:27,HR Manager,AutoGPT,Research Summary,1,medium,6.5,3.721745285811743,27.78,medium,7,4,6.5,1,0,none,7,low,1,freemium,40,medium
46154,159450,2024-01-20 22:36:53,Scientist,Claude,Data Analysis,5,high,8.5,5.612428719594394,28.88,high,8,5,6.95,0,0,none,6,medium,1,freemium,51,low
23801,199943,2023-05-02 16:04:53,Teacher,Perplexity AI,Medical Notes,4,high,8.0,4.69533942291295,33.05,high,8,6,5.85,1,0,none,9,high,1,paid,34,low
20203,189282,2024-05-19 08:25:35,Sales Executive,Grammarly AI,Code Debugging,6,medium,9.0,4.31757599023579,46.82,high,9,4,7.12,0,0,none,9,medium,0,free,32,low
34895,124551,2024-11-28 04:52:55,Judge,DALL-E,Blog Writing,5,medium,8.5,6.89139294195002,16.09,high,8,7,6.97,0,0,none,9,medium,1,paid,36,high
27171,36239,2024-05-09 16:17:56,Lawyer,GitHub Copilot,UI Design,2,high,7.0,5.164645065124398,18.35,medium,6,4,4.13,0,0,none,6,high,0,paid,13,medium
22714,179322,2023-02-20 15:49:44,Graphic Designer,Claude,Presentation Creation,6,medium,9.0,3.168537269241643,58.31,high,8,2,7.09,0,1,incomplete,9,high,1,free,21,high
24500,54479,2023-02-16 03:02:08,YouTuber,GitHub Copilot,Data Analysis,5,low,8.5,3.2387025271259766,52.61,high,8,4,8.0,1,0,none,10,high,0,free,37,medium
11299,189174,2023-10-28 15:37:10,Entrepreneur,Claude,Learning New Topic,2,high,7.0,3.74577037098319,32.54,medium,7,5,3.67,0,0,none,7,high,0,free,10,medium
33030,98224,2024-06-19 15:39:25,Software Developer,Gemini,Blog Writing,6,high,10.0,4.097421425696233,59.03,high,9,3,5.66,1,0,none,9,medium,0,freemium,19,medium
28170,18603,2024-07-03 04:47:35,Marketing Manager,Synthesia,Data Analysis,1,medium,6.5,3.011116822602794,34.89,medium,6,3,8.37,0,1,incomplete,7,medium,0,free,48,medium
6328,116798,2024-05-19 04:08:17,Nurse,DALL-E,Code Generation,3,medium,7.5,5.848183753323626,16.52,medium,8,6,7.62,1,1,hallucination,5,low,1,paid,47,medium
14304,167367,2024-01-08 11:00:52,Professor,Grammarly AI,Code Generation,4,high,8.0,5.602395060793443,23.98,high,7,4,7.44,0,0,none,10,high,0,paid,6,medium
15544,71860,2024-07-22 02:12:42,Software Developer,Perplexity AI,Code Generation,2,medium,7.0,4.021280381339784,29.79,medium,6,3,6.08,1,0,none,8,medium,1,paid,16,medium
49852,123702,2024-04-23 08:50:51,HR Manager,AutoGPT,Marketing Copy,5,high,8.5,4.326948410158644,41.73,high,8,4,7.74,0,0,none,9,medium,1,paid,51,high
31844,123867,2023-10-23 01:36:31,Police Officer,GitHub Copilot,Research Summary,5,low,8.5,5.407254045791486,30.93,high,7,4,4.6,1,1,irrelevant,8,high,1,paid,50,medium
16166,116042,2023-08-27 00:37:50,Entrepreneur,ChatGPT,Video Creation,4,low,8.0,3.807519484581405,41.92,high,8,2,4.99,0,1,hallucination,10,high,0,free,24,medium
35305,177671,2024-04-18 01:40:08,Professor,Notion AI,Research Summary,3,high,7.5,3.2168998083840386,42.83,medium,7,3,4.42,1,0,none,6,low,1,free,57,medium
16313,107543,2023-07-12 15:47:07,YouTuber,Midjourney,Marketing Copy,2,medium,7.0,3.518932380023172,34.81,medium,7,2,5.89,0,1,irrelevant,5,medium,1,free,49,high
38300,196520,2023-08-04 00:09:31,Graphic Designer,Midjourney,Marketing Copy,4,high,8.0,4.461998041561014,35.38,high,7,4,7.33,1,1,irrelevant,5,high,0,free,29,low
7838,125388,2024-10-07 03:28:47,Sales Executive,Cursor AI,Exam Preparation,1,medium,6.5,3.490270127298486,30.1,medium,6,4,4.81,0,1,hallucination,5,low,0,paid,59,low
17923,68047,2024-12-30 14:27:47,Data Scientist,AutoGPT,Email Drafting,3,low,7.5,3.3302953648137708,41.7,medium,6,2,6.75,1,0,none,5,high,0,freemium,58,high
31155,73895,2023-10-28 20:15:35,Electrical Engineer,Cursor AI,Data Analysis,6,high,9.0,4.151533190732055,48.48,high,9,5,5.5,1,0,none,8,medium,0,freemium,44,low
48043,67484,2023-11-28 06:39:07,Professor,Perplexity AI,Video Creation,3,low,7.5,3.7471197725032175,37.53,medium,6,2,3.57,1,0,none,9,low,0,free,46,low
40991,24516,2024-10-21 16:02:41,Video Editor,Replit Ghostwriter,Medical Notes,6,high,9.0,6.049946652894409,29.5,high,9,6,7.25,1,0,none,8,low,1,free,14,high
41724,6962,2023-12-03 01:49:24,Lawyer,Notion AI,Exam Preparation,3,low,7.5,5.106002573864633,23.94,medium,7,6,8.15,1,0,none,10,medium,0,freemium,11,low
3503,61002,2024-01-06 21:49:42,Judge,Replit Ghostwriter,Data Analysis,2,low,7.0,5.9728797515130765,10.27,medium,6,5,5.75,0,1,incomplete,5,medium,1,paid,33,high
14412,163962,2024-11-07 08:15:46,Judge,DALL-E,Exam Preparation,3,high,7.5,5.026048077380113,24.74,medium,6,3,5.96,1,0,none,8,low,0,freemium,50,high
14080,101301,2024-06-04 20:41:47,Student,Perplexity AI,Code Generation,1,high,6.5,5.483396139794431,10.17,medium,6,4,4.0,1,0,none,10,low,0,freemium,14,high
8219,197472,2023-02-09 10:26:46,Software Developer,DALL-E,Video Creation,4,medium,8.0,4.589076567647031,34.11,high,8,5,6.67,0,0,none,6,medium,0,freemium,5,low
32439,159601,2024-05-16 07:28:38,Civil Engineer,GitHub Copilot,Exam Preparation,5,medium,8.5,5.2898629158720505,32.1,high,7,4,6.21,1,0,none,6,medium,1,paid,17,high
8218,61619,2023-12-21 23:08:15,HR Manager,Claude,UI Design,3,high,7.5,3.327803629919301,41.72,medium,8,4,5.77,1,0,none,8,high,0,freemium,39,medium
41731,122873,2023-03-14 22:25:22,Video Editor,Pictory,Business Strategy,6,high,9.0,6.7288779211179985,22.71,high,8,5,5.14,1,0,none,7,low,0,paid,43,high
12237,25258,2024-11-11 03:51:53,Student,GitHub Copilot,Essay Writing,5,low,8.5,6.507718299870453,19.92,high,8,5,8.16,0,0,none,10,medium,1,free,50,high
24370,51919,2023-08-31 01:38:14,Pharmacist,DALL-E,Code Debugging,3,medium,7.5,3.437411340614289,40.63,medium,6,2,3.26,0,1,incomplete,6,medium,1,freemium,5,low
5735,182750,2023-02-01 16:38:42,Sales Executive,Cursor AI,Learning New Topic,6,medium,9.0,3.976640792771136,50.23,high,9,4,3.79,0,0,none,7,low,0,freemium,45,high
3264,175634,2023-04-09 10:40:34,Business Analyst,Synthesia,Code Debugging,6,low,9.0,4.294132945601087,47.06,high,8,4,5.22,1,1,hallucination,10,low,0,paid,41,medium
33261,49745,2024-12-16 02:47:22,YouTuber,GitHub Copilot,Data Analysis,5,medium,8.5,5.566308124185157,29.34,high,8,5,4.77,1,0,none,10,medium,1,freemium,24,high
46614,25173,2023-01-26 22:45:06,Architect,GitHub Copilot,Presentation Creation,6,high,9.0,3.2979603734035625,57.02,high,8,4,4.04,0,0,none,8,medium,1,paid,23,medium
21920,199621,2024-08-22 22:17:21,Police Officer,Gemini,Resume Building,5,low,8.5,6.712605956529233,17.87,high,8,7,4.13,1,0,none,9,low,1,freemium,31,high
36762,66684,2024-12-25 15:31:46,Journalist,Cursor AI,Learning New Topic,6,low,9.0,3.718049290409711,52.82,high,9,4,5.45,0,1,irrelevant,7,low,1,freemium,8,medium
32867,94364,2024-01-28 23:33:35,Police Officer,Cursor AI,Medical Notes,2,low,7.0,6.888992187050226,1.11,medium,7,6,6.98,0,1,hallucination,10,low,1,paid,34,high
13567,153060,2024-04-28 14:00:44,Graphic Designer,Runway AI,Resume Building,2,high,7.0,4.3244729693713495,26.76,medium,7,3,8.83,0,0,none,7,low,1,freemium,29,medium
31237,170229,2023-11-28 06:18:54,Accountant,Cursor AI,Image Generation,4,high,8.0,3.3243421489981686,46.76,high,7,3,3.86,0,1,irrelevant,8,high,0,paid,52,high
5168,19135,2023-08-17 02:07:46,Architect,Grammarly AI,Video Creation,3,low,7.5,3.123286492366808,43.77,medium,7,3,7.73,1,0,none,9,medium,0,paid,38,low
6605,86291,2023-08-19 03:52:40,Electrical Engineer,Canva AI,Essay Writing,6,high,9.0,4.263373723884659,47.37,high,8,5,7.03,0,0,none,5,low,0,free,6,low
31827,180422,2024-07-14 07:39:31,Architect,Pictory,Code Generation,2,low,7.0,5.127267920092062,18.73,medium,6,3,6.97,0,0,none,7,medium,0,free,15,medium
8558,45274,2023-11-24 10:31:21,Entrepreneur,Claude,Email Drafting,4,high,8.0,4.4353675002234905,35.65,high,8,4,7.19,1,0,none,7,high,0,freemium,27,medium
21630,177619,2024-06-20 23:18:59,Mechanical Engineer,Runway AI,Marketing Copy,4,high,8.0,4.073372534406671,39.27,high,8,5,5.65,0,1,hallucination,7,medium,0,paid,45,low
3084,60257,2024-02-19 15:37:43,Professor,Pictory,Essay Writing,5,low,8.5,6.548600224792841,19.51,high,7,6,6.41,1,0,none,5,high,0,free,60,high
39297,16741,2024-03-15 10:26:48,Student,Claude,Data Analysis,4,medium,8.0,4.601482614507123,33.99,high,7,3,8.93,0,1,hallucination,9,low,0,free,22,low
604,107973,2023-09-30 20:40:41,Content Creator,DALL-E,Legal Drafting,1,high,6.5,3.1720963275041627,33.28,medium,7,4,8.44,1,0,none,8,high,0,freemium,37,medium
49632,73061,2024-03-29 09:08:28,Electrical Engineer,Claude,Code Generation,3,medium,7.5,5.91482835082185,15.85,medium,7,4,7.86,0,0,none,5,high,0,free,53,high
10890,39079,2023-12-05 09:11:24,Teacher,ChatGPT,Presentation Creation,2,high,7.0,3.7107202123519847,32.89,medium,6,4,6.8,0,0,none,8,high,0,free,38,low
38034,17870,2024-01-09 21:16:21,Electrical Engineer,GitHub Copilot,Code Debugging,5,high,10.0,5.897144780599462,41.03,high,10,5,5.49,1,0,none,5,medium,1,paid,35,low
1440,69764,2023-01-03 09:28:57,Architect,Gemini,Code Generation,6,low,9.0,6.618561750737318,23.81,high,9,5,6.7,1,0,none,9,medium,1,paid,53,low
12331,134988,2023-07-15 07:47:28,Nurse,Notion AI,Data Analysis,2,medium,7.0,5.654639333654154,13.45,medium,6,6,5.95,1,0,none,6,medium,0,paid,42,high
22549,97182,2024-04-14 12:55:18,Military Officer,Gemini,Video Creation,5,medium,8.5,3.52795108276754,49.72,high,9,4,4.73,0,0,none,5,low,1,paid,37,high
32640,9587,2024-11-26 07:28:16,Content Creator,Pictory,Data Analysis,1,high,6.5,6.5199400918951325,-0.2,medium,5,7,3.89,1,1,hallucination,10,high,0,free,11,low
9712,91121,2024-06-02 06:25:07,YouTuber,Replit Ghostwriter,Essay Writing,5,high,8.5,3.5665346530598803,49.33,high,7,4,7.74,1,0,none,8,high,0,freemium,55,high
33041,83200,2024-02-17 06:25:29,Video Editor,Replit Ghostwriter,Blog Writing,6,medium,9.0,5.38290157874,36.17,high,8,4,7.03,1,0,none,8,high,1,paid,26,high
41895,51496,2024-09-05 14:10:01,Civil Engineer,Midjourney,Image Generation,4,low,10.0,5.760407551449209,42.4,high,10,6,5.08,1,0,none,7,high,0,free,58,high
21718,64991,2024-02-16 19:33:39,Business Analyst,Canva AI,Medical Notes,4,low,8.0,4.106744433035079,38.93,high,8,3,6.63,1,0,none,6,high,1,freemium,19,low
38894,82526,2023-08-10 21:29:27,Pharmacist,Replit Ghostwriter,Code Generation,2,high,7.0,5.133302437068821,18.67,medium,7,5,4.06,1,0,none,8,medium,0,paid,46,low
17118,31061,2023-08-29 08:32:29,Data Scientist,Pictory,Image Generation,3,medium,7.5,6.631891105292296,8.68,medium,7,8,7.84,0,0,none,9,low,0,freemium,12,low
37375,48505,2024-02-04 06:34:55,Journalist,ChatGPT,Email Drafting,2,high,7.0,3.1581154023560907,38.42,medium,6,3,5.5,1,0,none,5,high,1,free,16,medium
15582,120793,2024-12-04 05:13:10,Accountant,Claude,Data Analysis,5,medium,8.5,3.807437308600002,46.93,high,9,2,4.43,1,1,hallucination,5,medium,0,free,55,medium
31721,28820,2024-05-04 10:51:46,Content Creator,Replit Ghostwriter,Marketing Copy,3,medium,7.5,3.6387178642857783,38.61,medium,8,2,5.13,1,1,irrelevant,10,low,0,free,59,high
28368,142661,2024-12-05 09:43:56,Police Officer,Replit Ghostwriter,Image Generation,4,high,8.0,3.1717542846246527,48.28,high,7,4,3.5,1,0,none,5,high,1,freemium,23,low
13191,179453,2023-11-21 04:40:25,Accountant,ChatGPT,Blog Writing,1,low,9.0,3.7187336176201624,52.81,high,9,4,6.7,1,0,none,9,low,1,freemium,18,high
38212,40834,2023-11-04 06:08:26,Graphic Designer,Midjourney,Business Strategy,5,medium,8.5,3.6824402315131297,48.18,high,9,2,7.45,0,0,none,5,low,0,paid,12,medium
34539,191034,2024-05-12 05:29:11,Software Developer,Synthesia,Email Drafting,6,high,9.0,4.303767810660092,46.96,high,8,4,3.66,0,0,none,9,low,0,paid,7,low
18468,159591,2023-06-27 09:12:39,Video Editor,Claude,Data Analysis,3,medium,7.5,4.129062922247492,33.71,medium,8,5,5.9,1,0,none,10,medium,0,free,34,high
49748,1702,2024-03-11 18:59:30,Graphic Designer,DALL-E,Essay Writing,4,medium,8.0,3.7113193659020425,42.89,high,7,3,7.57,0,0,none,10,medium,0,freemium,47,medium
13449,52597,2024-10-05 12:46:16,Content Creator,Notion AI,Video Creation,1,low,6.5,6.929328904320909,-4.29,medium,6,7,7.13,0,0,none,7,low,0,paid,6,medium
40339,169613,2024-08-04 22:38:37,Police Officer,Replit Ghostwriter,Data Analysis,5,medium,8.5,6.369919773248148,21.3,high,9,5,8.68,0,0,none,5,low,0,freemium,50,medium
14936,98712,2024-08-23 12:12:32,Scientist,Cursor AI,Learning New Topic,2,low,7.0,5.968763340695418,10.31,medium,7,5,5.62,1,0,none,5,medium,1,freemium,5,high
14302,181215,2023-08-01 18:13:56,Entrepreneur,AutoGPT,Exam Preparation,6,medium,9.0,3.2627490881635,57.37,high,9,4,3.29,0,0,none,7,low,1,freemium,54,high
35210,75075,2023-02-17 23:28:47,Student,Runway AI,Learning New Topic,6,low,9.0,5.044392745541234,39.56,high,9,5,8.33,1,0,none,8,medium,1,freemium,13,medium
17315,74012,2023-04-10 18:18:13,Military Officer,Canva AI,Video Creation,6,low,9.0,3.5509104797795,54.49,high,9,3,6.96,1,0,none,10,high,0,free,30,low
9819,89669,2024-04-20 01:09:57,Consultant,Replit Ghostwriter,Image Generation,3,medium,7.5,6.41578843234474,10.84,medium,7,7,6.1,1,0,none,5,high,1,free,47,medium
8231,196603,2024-05-18 21:45:41,Judge,Gemini,Exam Preparation,1,high,6.5,6.846332091896283,-3.46,medium,6,6,5.26,0,0,none,9,medium,1,free,9,high
42892,191109,2023-10-10 13:56:20,Video Editor,Replit Ghostwriter,Email Drafting,1,low,6.5,6.88968005663574,-3.9,medium,6,8,3.88,0,1,hallucination,10,high,1,free,6,low
29492,171090,2023-03-10 14:35:08,Software Developer,Gemini,Image Generation,3,low,7.5,3.1041980176405133,43.96,medium,8,1,7.58,0,0,none,10,medium,1,free,25,high
26511,186719,2023-12-02 18:58:51,Military Officer,Canva AI,Data Analysis,4,medium,8.0,5.5147525482947,24.85,high,7,4,6.52,1,0,none,5,low,0,paid,29,medium
46661,181474,2024-05-18 06:14:36,Graphic Designer,Replit Ghostwriter,Exam Preparation,3,medium,7.5,3.9082280502476694,35.92,medium,6,3,8.69,1,0,none,10,high,1,free,37,low
4344,140820,2023-03-08 10:39:57,Lawyer,GitHub Copilot,Exam Preparation,4,medium,8.0,5.7451931782766845,22.55,high,7,5,5.54,0,0,none,7,medium,0,paid,27,medium
38588,185997,2023-10-13 21:53:23,Doctor,Replit Ghostwriter,Business Strategy,2,medium,7.0,4.2064912964460515,27.94,medium,7,4,5.58,0,0,none,10,low,0,paid,9,low
5256,141955,2024-11-16 19:09:18,Graphic Designer,Canva AI,Blog Writing,4,high,8.0,3.93041146509402,40.7,high,7,4,6.21,0,1,hallucination,5,medium,0,free,37,low
41818,14195,2023-05-08 12:16:46,Mechanical Engineer,DALL-E,Image Generation,4,low,10.0,6.258498683940992,37.42,high,10,7,7.75,0,0,none,6,low,0,freemium,18,low
39508,56503,2024-04-16 18:53:31,Judge,ChatGPT,Resume Building,4,medium,8.0,6.617933292593893,13.82,high,8,7,7.04,1,0,none,8,medium,0,paid,45,low
29144,55929,2023-11-10 06:29:31,Mechanical Engineer,Claude,Image Generation,6,high,9.0,3.7246888133310194,52.75,high,9,3,6.05,0,1,hallucination,9,medium,1,freemium,18,medium
48555,8673,2024-11-09 23:16:24,Content Creator,DALL-E,Marketing Copy,5,low,8.5,4.886628730427232,36.13,high,7,4,7.83,1,1,hallucination,9,medium,0,freemium,6,low
19079,170412,2023-09-15 18:34:55,Accountant,Grammarly AI,Blog Writing,4,low,10.0,5.357872203730356,46.42,high,9,4,3.12,1,0,none,7,high,0,free,34,low
20178,52920,2023-01-02 09:43:27,Nurse,ChatGPT,Learning New Topic,6,high,9.0,3.2898839997593408,57.1,high,9,4,4.24,1,0,none,10,medium,1,paid,7,high
48342,64740,2024-09-23 01:03:21,YouTuber,GitHub Copilot,Learning New Topic,2,low,7.0,3.8561787363058273,31.44,medium,7,2,7.01,0,0,none,9,medium,1,paid,40,high
23245,196111,2024-11-19 06:56:19,Marketing Manager,ChatGPT,Essay Writing,5,high,10.0,3.516074285921052,64.84,high,9,3,7.05,1,0,none,8,high,0,paid,53,high
24970,156474,2023-09-08 02:27:52,Lawyer,ChatGPT,Data Analysis,6,medium,9.0,6.842345028558622,21.58,high,8,5,7.46,1,0,none,7,low,0,free,36,high
5005,111232,2024-01-30 18:53:03,Interior Designer,AutoGPT,Legal Drafting,2,high,7.0,5.58043021408367,14.2,medium,6,6,5.73,1,1,hallucination,8,high,1,freemium,27,high
5467,127749,2024-11-17 22:42:39,Nurse,Runway AI,Research Summary,6,low,9.0,4.099788944754033,49.0,high,8,4,7.04,0,0,none,7,high,1,free,48,medium
24256,127995,2023-11-12 05:54:24,Accountant,AutoGPT,Essay Writing,2,low,7.0,5.8728094850599994,11.27,medium,6,7,5.52,0,0,none,8,medium,0,paid,34,high
21657,198629,2023-01-14 07:57:31,Police Officer,AutoGPT,Legal Drafting,3,high,7.5,5.915622311632932,15.84,medium,7,6,7.37,1,0,none,8,high,0,paid,31,high
36409,161134,2023-08-07 03:38:21,Student,Gemini,Medical Notes,5,low,8.5,3.282492938212585,52.18,high,8,3,7.67,0,0,none,5,low,1,free,36,high
8133,12581,2023-08-15 23:53:12,Interior Designer,Claude,Marketing Copy,5,high,8.5,5.622990037928931,28.77,high,9,5,5.32,0,1,incomplete,5,low,0,paid,57,high
